time,equ_status,equ_status_1,H2_volume,CO_volume,CO2_volume,CH4_volume,C2H4_volume,C2H2_volume,C2H6_volume,total_hydrocarbons
2016-06-08,1,2,22.8,439.0,2751.0,4.42,3.63,0.0,0.67,8.72
2016-06-07,1,2,22.7,408.0,2946.0,4.65,3.51,0.0,0.62,8.78
2016-06-06,1,2,25.6,426.0,2825.0,4.67,3.38,0.0,0.61,8.66
2016-06-05,1,2,24.8,423.0,3033.0,4.08,3.89,0.0,0.7,8.67
2016-06-04,1,2,25.9,433.0,3017.0,4.49,3.32,0.0,0.65,8.46
2016-06-03,1,2,25.5,447.0,3037.0,4.19,3.53,0.0,0.68,8.4
2016-06-02,1,2,23.8,426.0,2924.0,4.82,3.67,0.0,0.63,9.12
2016-06-01,1,2,22.9,431.0,2948.0,4.12,3.76,0.0,0.66,8.54
2016-05-31,1,2,21.9,449.0,2869.0,4.76,3.48,0.0,0.65,8.89
2016-05-30,1,2,26.3,414.0,2808.0,4.28,3.97,0.0,0.62,8.87
2016-05-29,1,2,23.6,421.0,2901.0,4.86,3.62,0.0,0.64,9.12
2016-05-28,1,2,24.7,424.0,2773.0,4.93,4.0,0.0,0.66,9.59
2016-05-27,1,2,24.3,427.0,2888.0,4.92,3.87,0.0,0.68,9.47
